0,57,48
1,56,34
2,32,33
3,51,43
4,30,24
5,26,13
6,68,48
7,75,33
8,56,27
9,18,8
10,50,18
11,12,37
12,75,46
13,25,37
14,2,10
15,41,47
16,46,24
17,15,23
18,34,10
19,76,23
20,28,1
21,2,36
22,67,20
23,45,33
24,5,25
25,37,18
26,65,8
27,22,30
28,4,46
29,11,49
30,23,47
31,43,4
32,59,12
33,39,27
34,11,16
35,54,7
36,21,20
37,7,1
38,74,3
39,39,40
40,64,31
41,76,10
42,12,30
43,61,42
44,3,17
